,subject_id,step_cov,stride_pace_cov,step_rate_cov,stride_length_cov,contact_time_cov,flight_ratio_cov,shock_cov,impact_gs_cov,braking_gs_cov,footstrike_type_cov,pronation_excursion_fs_mp_cov,max_pronation_velocity_cov,step_length_cov,pronation_excursion_mp_to_cov,stance_excursion_fs_mp_cov,stance_excursion_mp_to_cov,split_stride_pace_cov,cycle_time_cov,split_cycle_time_cov,contact_ratio_cov,flight_time_cov,stride_angle_cov,footstrike_type_new_cov
0,4,0.14957800520134987,0.07890927524916727,0.025216882740093944,0.06518302098417364,0.056296442098688074,0.17310627796235373,0.1750694962000225,0.22382887389278538,0.14562740951075157,0.6648557855117241,-0.582867557451463,0.3663901045161829,0.06518238599586558,13.9618284984905,0.15472885096894143,0.07024858000802714,0.07890927524916727,0.025423886772331993,0.025423886772331993,0.06857128368086651,0.16589611043080296,0.2812922911338885,0.6115534399974053
1,12,0.23665797252512402,0.1270079595774476,0.05300224404539379,0.0835449103886604,0.11217775268570027,0.1410897099446243,0.18470416455049005,0.2423713176501255,0.2643958740283781,0.5406159460432485,-0.3598418716849368,0.250049384006134,0.08354560057082784,1.0311532652695898,0.3202629404332276,0.10644639872879436,0.1270079595774476,0.052405971463262375,0.052405971463262375,0.10969911742432713,0.1167205719417307,0.2041428357971449,0.5327513973296454
2,16,0.12580113300507195,0.2040358936897714,0.035647400127320615,0.20894034253894442,0.07978244875712713,0.2649852609639047,0.22929301543224692,0.35621102547429423,0.2440489957305345,0.586815340550219,-0.6133550111389104,0.32137894286252816,0.20894045962461838,0.928565561908571,0.2093568158732524,0.15066037814298056,0.2040358936897714,0.035771915055708155,0.035771915055708155,0.09871360647802849,0.2569145287834471,0.5527407647671749,0.5416187192682147
3,23,0.14352174776976204,0.059278028953559325,0.01587204955577031,0.06061106714661686,0.039223446474149784,0.1445526830593744,0.1785611207775209,0.24852066899805902,0.12498075353586682,0.2809780085357427,-0.24143390299247144,0.1377470032496912,0.06061090441559747,0.4510665022088551,0.16433989089081968,0.07582056682839049,0.059278028953559325,0.016501914035865227,0.016501914035865227,0.07039366266073699,0.15200494381760982,0.2891649932688598,0.23793147924486427
4,27,0.17305685795808357,0.056744795253626225,0.03650639081671802,0.03581671963061505,0.07096905660637712,0.27365200473922136,0.2511032540849609,0.4319396486634816,0.33644707270185903,0.10766941319828884,-3.008749232997629,0.1969808628076917,0.03581580870611204,0.48864194089008545,2.266945610227859,0.17863537220783549,0.056744795253626225,0.0353119811063806,0.0353119811063806,0.1138573791475822,0.281632734847511,0.5276631654214997,0.09185967091269912
