timestamp,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,split_stride_pace,cycle_time,split_cycle_time,contact_ratio,debug_1,debug_2,flight_time,stride_angle,walking,footstrike_type_new
0,1,2.6452,172.6619,1.8384,276,20.4611,,7.2711,3.9727,6.0898,13,-16.6394,443.6035,0.9192,2.2373,3.7559,52.9028,2.6452,695,695,65.8711,66.0117,16.5742,71,1.5408,,8.9296
695,2,2.7766,174.9271,1.9047,270,21.2828,,8.2924,6.3867,5.2891,14,-15.1386,515.3809,0.9524,-0.2008,1.7987,52.9266,2.7766,686,686,64.9038,68.0508,16.3594,73,1.5722,,9.4874
1381,3,2.5436,156.658,1.9484,264,31.0705,,8.3336,5.9414,5.8438,15,-18.0537,512.6953,0.9742,0.2918,1.379,52.2887,2.5436,766,766,52.5896,70.4258,17.5391,119,4.0783,,9.607
2737,5,3.0106,172.4138,2.0954,255,26.7241,,9.1691,7.1484,5.7422,14,-18.5712,659.79,1.0477,-0.2935,2.5848,53.8257,3.0106,696,696,57.8231,75.1641,18.3789,93,2.3188,,9.2633
3433,6,3.1849,187.5,2.0383,255,20.3125,,8.7341,6.5156,5.8164,15,-18.5002,593.811,1.0192,-2.4241,0.6738,51.0306,3.1849,640,640,66.2338,73.2617,18.0977,65,1.1649,,9.808
4073,7,2.9841,171.184,2.0919,254,27.4286,,9.4923,7.0117,6.3984,13,-18.5692,792.7856,1.0459,-1.3021,4.1083,51.9232,2.9841,701,701,56.8233,77.4492,19.5508,96,2.4747,,8.8291
4774,8,3.2029,184.3318,2.0851,255,21.5385,,10.566,7.375,7.5664,15,-13.1246,449.4629,1.0426,0.64,0.6157,51.5262,3.2029,651,651,64.3939,76.6758,14.1211,70,1.3206,,9.8245
5425,9,2.9227,171.4286,2.0459,259,26,,8.0212,4.9688,6.2969,14,-22.0007,467.9565,1.0229,-2.3512,2.0376,50.7066,2.9227,700,700,58.7302,74.3945,20.7031,91,2.2739,,9.4193
6125,10,3.071,169.9717,2.1681,260,26.3456,,11.8711,9.5156,7.0977,13,-18.0365,594.6655,1.084,1.5101,3.3091,48.995,3.071,706,706,58.296,78.5508,16.3281,93,2.2411,,9.0569
6831,11,3.0011,174.9271,2.0587,250,27.1137,,8.8859,6.3125,6.2539,15,-17.861,553.833,1.0294,-1.4707,1.0306,46.9618,3.0011,686,686,57.3394,76.1445,17.1406,93,2.36,,9.7063
