timestamp,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,split_stride_pace,cycle_time,split_cycle_time,contact_ratio,debug_1,debug_2,flight_time,stride_angle,walking,footstrike_type_new
42,1,2.4259,201.6807,1.4434,300,0,,1.7705,1.6914,0.5234,11,-1.5665,23.4375,0.7217,-4.1195,7.286,45.5278,2.4259,595,595,101.6949,52.2344,2.0664,-3,0.0035,,7.9235
637,2,1.9505,162.1622,1.4434,429,0,,8.0182,7.5938,2.5742,15,-2.7336,338.9893,0.7217,-14.8787,0.5379,45.073,1.9505,740,740,137.9421,50.4414,6.1953,-59,1.3553,,9.8467
1377,3,1.9611,163.0435,1.4434,445,0,,8.3975,7.0117,4.6211,12,-1.9031,134.9487,0.7217,-13.1677,5.8175,53.2872,1.9611,736,736,152.921,55.9648,1.043,-77,2.3076,,8.342
2113,4,2.0159,167.5978,1.4434,415,0,,7.2167,6.4766,3.1836,14,-4.2896,591.8579,0.7217,-12.6754,2.2366,41.5306,2.0159,716,716,137.8738,45.5391,7.875,-57,1.265,,9.3626
2829,5,1.9772,164.3836,1.4434,431,0,,9.6178,9.1172,3.0625,16,-3.144,295.4712,0.7217,-13.6782,0.3759,44.1824,1.9772,730,730,144.1472,53.4727,3.707,-66,1.6958,,9.8929
3559,6,2.0329,169.0141,1.4434,415,0,,7.7045,7.2617,2.5742,15,-4.5943,456.4819,0.7217,-13.0466,0.5008,43.5862,2.0329,710,710,140.678,45.0625,6.5234,-60,1.4016,,9.8573
4269,7,2.0474,170.2128,1.4434,386,0,,9.1486,8.7813,2.5664,16,-0.6262,309.5093,0.7217,-12.1256,0.207,43.3233,2.0474,705,705,121.0031,48.6563,6.6094,-34,0.4501,,9.941
4974,8,2.2911,190.4762,1.4434,359,0,,9.748,8.8594,4.0664,14,-1.317,198.5474,0.7217,-9.3283,2.2976,44.6715,2.2911,630,630,132.4723,49.8945,2.8945,-44,0.7539,,9.3452
5604,9,1.8721,155.642,1.4434,401,0,,10.0103,8.9922,4.3984,14,-3.3521,364.9902,0.7217,-9.5684,2.0639,51.8645,1.8721,771,771,108.3784,57.793,3.5273,-16,0.0997,,9.4118
6375,10,2.6557,129.7297,2.4565,325,29.6537,,5.7987,3.7188,4.4492,7,1.4518,52.124,1.2282,-2.314,17.8909,87.5672,2.6557,925,925,54.1667,97.1797,0,137,4.2865,,4.9011
7300,11,1.5194,126.3158,1.4434,600,0,,7.8668,5.4063,5.7148,6,-5.6262,182.8003,0.7217,-2.3561,19.6555,85.4677,1.5194,950,950,171.4286,94.8359,6.375,-125,6.0618,,4.3982
8250,12,1.4713,122.3242,1.4434,631,0,,7.8026,4.8828,6.0859,4,-7.3218,202.2095,0.7217,0.5645,24.7219,85.6293,1.4713,981,981,180.2857,96.5703,7.7578,-141,7.6953,,2.9543
9231,13,1.4506,120.603,1.4434,626,0,,10.318,6.207,8.2422,4,-5.6407,212.8296,0.7217,-3.7747,23.4747,89.7063,1.4506,995,995,169.6477,100.3672,6.457,-129,6.4528,,3.3097
10226,14,1.4789,122.9508,1.4434,580,0,,11.9349,9.1719,7.6367,16,0,170.2881,0.7217,-2.638,0,107.4011,1.4789,976,976,146.4646,116.2539,0.1289,-92,3.2923,,10
11202,15,1.4973,124.4813,1.4434,620,0,,8.7045,7.332,4.6914,5,-6.7893,193.2983,0.7217,-2.4508,22.4232,91.4186,1.4973,964,964,180.2326,100.0586,7.0039,-138,7.3749,,3.6094
12166,16,1.4419,119.8801,1.4434,630,0,,8.9229,6.207,6.4102,7,-3.6657,159.0576,0.7217,-2.4326,16.4071,92.7501,1.4419,1001,1001,169.8113,102.2734,4.1094,-130,6.5523,,5.324
13167,17,1.4362,119.403,1.4434,636,0,,13.0058,12.1719,4.582,5,-5.0606,159.2407,0.7217,-2.2605,20.9844,86.5369,1.4362,1005,1005,172.3577,97.2305,5.6758,-134,6.9579,,4.0194
