timestamp,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,split_stride_pace,cycle_time,split_cycle_time,contact_ratio,debug_1,debug_2,flight_time,stride_angle,walking,footstrike_type_new
0,1,2.8011,162.1622,2.0728,265,28.3784,,6.2052,4.293,4.4805,9,-12.1465,361.8164,1.0364,11.21,12.5582,21.8012,2.8011,740,740,55.7895,71.3867,11.2148,105,2.9869,,6.4209
740,2,2.8831,164.3836,2.1046,275,24.6575,,9.7062,8.7148,4.2734,9,-12.3419,390.3809,1.0523,13.696,12.2958,27.1553,2.8831,730,730,60.4396,72.9219,10.9609,90,2.1622,,6.4957
1470,3,3.1777,163.2653,2.3356,275,25.0681,,16.9104,15.9336,5.6641,9,-9.1241,345.459,1.1678,18.1994,12.683,28.7134,3.1777,735,735,59.7826,78.7109,7.9766,92,2.036,,6.3853
2205,4,3.1121,162.1622,2.303,265,28.3784,,12.6951,11.625,5.1016,7,-10.0365,382.0801,1.1515,15.9749,15.9468,28.726,3.1121,740,740,55.7895,80.2266,9.0703,105,2.6888,,5.4552
2945,5,3.1991,164.1587,2.3386,255,30.137,,16.1963,15.4648,4.8125,7,-13.3513,427.9785,1.1693,20.1133,16.7239,30.0465,3.1991,731,731,53.5714,80.2227,11.9375,110,2.9057,,5.2337
3676,6,3.4221,163.4877,2.5118,256,30.2452,,13.8014,12.7461,5.293,6,-11.196,367.3706,1.2559,19.2953,19.4469,32.1153,3.4221,734,734,53.5565,86.9023,9.9258,111,2.755,,4.4576
4410,7,3.5089,164.1587,2.565,234,35.8904,,10.9432,9.625,5.207,6,-14.9262,437.1948,1.2825,20.7436,17.9557,31.3071,3.5089,731,731,47.0825,86.8906,13.1367,131,3.7551,,4.8826
5141,8,3.578,163.2653,2.6298,250,31.8801,,10.4205,9.0195,5.2188,6,-10.7536,375.1221,1.3149,20.1906,20.1732,32.8655,3.578,735,735,51.5464,87.3711,9.0273,117,2.9232,,4.2506
5876,9,3.6346,166.6667,2.6169,244,32.2222,,14.9778,13.7891,5.8477,6,-10.8008,376.2207,1.3085,22.0047,18.0171,33.3,3.6346,720,720,51.2605,88.3984,9.2422,116,2.8877,,4.8651
6596,10,3.5867,163.2653,2.6362,245,33.2425,,12.0106,10.6016,5.6445,6,-12.0644,403.4424,1.3181,23.073,19.3131,33.5406,3.5867,735,735,50,89.0898,10.2813,122,3.1702,,4.4958
7331,11,3.5934,166.6667,2.5873,250,30.5556,,12.9919,11.7813,5.4766,6,-10.7241,383.5449,1.2936,21.8953,18.6884,37.0441,3.5934,720,720,53.1915,86.8047,9.3008,110,2.6268,,4.6738
8051,12,3.652,163.2653,2.6842,250,31.8801,,15.8474,14.5,6.3945,6,-11.4136,416.687,1.3421,23.9545,19.5252,35.6463,3.652,735,735,51.5464,90.4609,9.6172,117,2.8641,,4.4353
8786,13,3.6621,165.5172,2.655,245,32.3204,,11.7991,10.3867,5.5977,6,-11.2077,391.7847,1.3275,22.5732,18.7931,34.3847,3.6621,725,725,51.0417,89.2148,9.625,117,2.8955,,4.644
9511,14,3.6156,165.5172,2.6213,235,35.0829,,12.5883,11.125,5.8906,6,-12.0987,413.8184,1.3107,20.336,19.9287,31.8895,3.6156,725,725,47.9592,90.2031,10.0469,127,3.4542,,4.3203
10236,15,3.617,164.3836,2.6404,235,35.6164,,13.6764,12.5625,5.4063,6,-13.8449,458.7402,1.3202,23.0477,20.0304,29.7526,3.617,730,730,47.4747,89.6758,11.8633,130,3.5928,,4.2913
10966,16,3.5712,167.5978,2.557,260,27.3743,,14.8127,12.9844,7.1289,6,-6.6053,326.7822,1.2785,19.7576,17.9321,36.7393,3.5712,716,716,57.0175,88.4258,6.0117,98,2.1102,,4.8893
11682,17,3.6568,166.8985,2.6292,260,27.5766,,10.4787,8.6953,5.8477,6,-6.453,257.4463,1.3146,20.0924,17.9391,37.5348,3.6568,719,719,56.6449,90.125,5.4727,99,2.0943,,4.8874
12401,18,3.5974,165.5172,2.6081,250,30.9392,,16.7382,15.7109,5.7734,6,-10.123,398.2544,1.3041,24.5241,18.009,36.633,3.5974,725,725,52.6316,88.3477,8.5977,112,2.7013,,4.8674
13126,19,3.6719,167.5978,2.6291,245,31.5642,,10.096,8.0078,6.1484,7,-10.463,384.2163,1.3145,21.5527,16.6042,34.9031,3.6719,716,716,52.017,90.1758,9.4688,113,2.7278,,5.2678
13842,20,3.7565,165.7459,2.7197,245,32.3204,,14.5457,13.4141,5.625,6,-11.0996,412.2925,1.3599,21.8673,19.7542,32.7808,3.7565,724,724,51.1482,92.7109,9.3047,117,2.8268,,4.3701
14566,21,3.6407,170.2128,2.5667,250,28.9773,,11.1,9.0977,6.3594,6,-9.7246,342.7734,1.2833,23.8748,19.7193,35.4388,3.6407,705,705,54.9451,86.4219,8.1914,102,2.2771,,4.38
15271,22,2.1393,169.0141,1.5189,380,0,,10.7412,8.9844,5.8867,7,-10.7829,438.2935,0.7594,18.7324,16.0146,83.9481,2.1393,710,710,115.1515,87.9844,9.207,-25,0.2313,,5.4359
15981,23,3.5184,170.2128,2.4805,236,32.9545,,10.822,9.1211,5.8242,6,-8.6891,304.9316,1.2402,23.4426,18.4622,28.8545,3.5184,705,705,50.3198,83.3438,7.4063,116,3.0462,,4.7383
16686,24,3.4366,169.0141,2.44,240,32.3944,,14.2446,12.7734,6.3047,6,-9.5037,341.9189,1.22,22.0187,18.2826,31.584,3.4366,710,710,51.0638,83.375,8.418,115,3.0436,,4.7895
