timestamp,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,split_stride_pace,cycle_time,split_cycle_time,contact_ratio,debug_1,debug_2,flight_time,stride_angle,walking,footstrike_type_new
631,1,3.3621,169.9717,2.3736,310,12.1813,,14.4303,12.5039,7.2031,4,-7.0817,226.0132,1.1868,15.1744,23.8685,56.0862,3.3621,706,706,78.2828,88.832,5.7734,43,0.4378,,3.1975
1337,2,3.4177,171.184,2.3958,305,12.8571,,13.5103,8.8242,10.2305,4,-8.5017,332.9468,1.1979,18.5559,25.445,59.1224,3.4177,701,701,77.0202,89.7969,7.8867,45,0.4751,,2.7482
2038,3,3.587,171.4286,2.5109,295,15.7143,,11.6061,4.2578,10.7969,3,-8.3921,216.7358,1.2554,15.8113,27.3274,56.1707,3.587,700,700,72.8395,93.2734,7.7383,55,0.6771,,2.2117
2738,4,3.6541,175.4386,2.4994,286,16.3743,,13.5986,6.4336,11.9805,3,-8.2779,272.583,1.2497,16.6899,25.8475,60.9959,3.6541,684,684,71.8593,93.875,7.2266,56,0.7052,,2.6335
3422,5,3.6578,174.9271,2.5092,285,16.9096,,11.2314,8.25,7.6211,2,-8.7284,260.1318,1.2546,18.6585,29.0946,57.3139,3.6578,686,686,71.0723,93.8203,6.8398,58,0.7535,,1.708
4108,6,3.6855,170.2128,2.5983,280,20.4545,,10.9293,8.5742,6.7773,3,-7.9236,253.7231,1.2991,16.5058,26.6182,55.3992,3.6855,705,705,65.8824,97.1289,6.6172,72,1.1213,,2.4138
4813,7,3.7671,171.4286,2.6369,269,23.1429,,13.8464,8.3789,11.0234,3,-9.3151,293.2129,1.3185,16.6018,26.5535,52.4888,3.7671,700,700,62.413,98.9023,8.8945,81,1.3982,,2.4323
5513,8,3.7183,171.4286,2.6028,269,23.1429,,10.9601,8.2539,7.2109,3,-9.6382,318.0542,1.3014,17.6549,27.3548,53.9492,3.7183,700,700,62.413,97.6328,7.832,81,1.4166,,2.2039
6213,9,3.7426,172.4138,2.6049,269,22.7011,,8.3634,5.0586,6.6602,3,-10.7776,316.1011,1.3024,20.0193,27.0854,57.247,3.7426,696,696,62.9977,97.2539,8.4141,79,1.3464,,2.2807
6909,10,3.7866,168.7764,2.6923,275,22.5352,,7.1571,2.5703,6.6797,3,-11.1647,370.4834,1.3461,18.7858,27.616,57.8043,3.7866,711,711,63.0734,100.793,9.1055,80,1.3359,,2.1294
7620,11,3.8103,170.2128,2.6862,276,21.5909,,14.6492,10.6758,10.0313,2,-10.0801,352.1118,1.3431,18.4389,28.315,56.4747,3.8103,705,705,64.3357,100.8047,8.0508,76,1.2084,,1.9302
8325,12,3.728,170.2128,2.6282,271,23.0114,,16.3079,14.5391,7.3867,3,-8.9325,302.7954,1.3141,18.4415,26.8007,53.6921,3.728,705,705,62.4424,98.7852,7.457,81,1.4029,,2.3618
9030,13,3.5753,166.6667,2.5742,274,23.8889,,16.3925,15.293,5.9023,3,-7.5562,223.8159,1.2871,18.7774,27.6292,54.1487,3.5753,720,720,61.435,96.3672,5.4453,86,1.6145,,2.1257
9750,14,3.7575,167.8322,2.6866,280,21.5686,,16.6184,15.3438,6.3828,3,-9.4427,352.1118,1.3433,18.3458,26.6166,56.4622,3.7575,715,715,64.3678,100.8789,7.5117,77,1.2402,,2.4143
10465,15,3.8924,171.184,2.7286,270,22.8571,,12.4407,6.8945,10.3555,3,-10.9485,401.9165,1.3643,17.7472,25.5629,56.2828,3.8924,701,701,62.645,102.7422,9.9297,80,1.3181,,2.7146
11166,16,3.7604,170.2128,2.6511,280,20.4545,,13.1352,11.0898,7.0391,3,-10.0711,385.2539,1.3255,17.4075,26.5141,58.8949,3.7604,705,705,65.8824,100.3789,8.8633,72,1.099,,2.4435
11871,17,3.7584,169.0141,2.6685,270,23.9437,,13.3315,11.6133,6.5469,4,-11.0888,321.9604,1.3342,20.7575,24.8413,58.6703,3.7584,710,710,61.3636,100.3359,9.1602,85,1.5215,,2.9202
12581,18,3.7204,167.8322,2.6601,280,21.5686,,11.3166,8.0391,7.9648,3,-9.231,332.3364,1.33,19.0094,27.2123,58.7327,3.7204,715,715,64.3678,99.9336,6.8711,77,1.2526,,2.2445
13296,19,3.8927,172.4138,2.7093,275,20.977,,15.3505,13.4219,7.4492,4,-9.9269,350.708,1.3547,20.7033,24.8775,56.1801,3.8927,696,696,65.3207,102.4453,8.4648,73,1.1054,,2.9099
13992,20,3.8209,167.8322,2.7319,276,22.6891,,14.1259,9.4102,10.5352,3,-10.7142,373.7793,1.366,17.7471,27.5829,54.2975,3.8209,715,715,62.8702,102.7773,10.3164,81,1.3496,,2.1389
14707,21,3.6975,165.5172,2.6807,285,21.2707,,15.2906,13.4414,7.2891,3,-9.9503,335.4492,1.3404,16.1071,26.9234,60.2432,3.6975,725,725,64.7727,101.2578,7.9102,77,1.243,,2.3268
15432,22,3.8544,171.4286,2.6981,270,22.8571,,13.4515,11.1797,7.4805,3,-12.2002,413.4521,1.349,19.0684,27.2016,54.4341,3.8544,700,700,62.7907,101.1836,10.0508,80,1.333,,2.2475
16132,23,3.9225,172.4138,2.7301,270,22.4138,,11.5253,8.7344,7.5195,3,-8.8103,305.603,1.365,18.6143,27.5422,54.5484,3.9225,696,696,63.3803,102.7734,6.875,78,1.2524,,2.1505
16828,24,3.7636,164.3836,2.7474,269,26.3014,,15.0493,13.625,6.3906,3,-9.9217,316.2842,1.3737,20.5025,25.9042,56.2016,3.7636,730,730,58.3514,102.3633,7.3359,96,1.8847,,2.6173
