timestamp,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,split_stride_pace,cycle_time,split_cycle_time,contact_ratio,debug_1,debug_2,flight_time,stride_angle,walking,footstrike_type_new
0,1,2.3331,165.5172,1.6915,299,17.4033,,10.4001,6.3477,8.2383,8,-7.9972,269.8975,0.8457,2.7807,14.199,44.7658,2.3331,725,725,70.1878,65.1367,8.3398,63,1.3186,,5.9533
725,2,2.3296,164.6091,1.6983,286,21.4286,,14.0026,13.0156,5.1641,5,-10.3624,332.0923,0.8491,5.0884,20.8558,39.6879,2.3296,729,729,64.5598,65.3516,10.7461,78,2.0128,,4.0561
1454,3,2.4144,167.8322,1.7263,280,21.5686,,9.8558,5.2891,8.3164,5,-9.8074,360.9619,0.8631,4.1069,21.0316,44.1587,2.4144,715,715,64.3678,67.1367,10.2695,77,1.9297,,4.006
2169,4,2.4733,170.2128,1.7437,274,22.1591,,16.3871,14.5234,7.5898,5,-10.6198,383.3618,0.8718,3.6888,20.4116,43.4001,2.4733,705,705,63.5731,67.7031,11.0859,78,1.9604,,4.1827
2874,5,2.4239,167.8322,1.7331,250,29.972,,14.0933,13.4531,4.1992,5,-14.707,475.0366,0.8665,6.8742,22.1966,32.9391,2.4239,715,715,53.7634,66.6133,15.5977,107,3.708,,3.674
3589,6,2.5083,170.2128,1.7684,265,24.7159,,14.4084,13.8555,3.9531,6,-11.6576,386.4746,0.8842,5.4153,20.0148,41.4465,2.5083,705,705,60.2273,68.5234,12.0586,87,2.4044,,4.2958
4294,7,2.5309,172.6619,1.759,260,25.072,,19.9831,13.2031,15,6,-9.6932,340.3931,0.8795,5.2929,19.3864,42.549,2.5309,695,695,59.7701,67.1953,9.9844,87,2.4172,,4.4749
4989,8,2.4992,164.3836,1.8244,254,30.411,,13.1065,11.1992,6.8086,6,-9.7204,388.4888,0.9122,3.4377,18.6714,40.3163,2.4992,730,730,53.3613,69.4023,10.5156,111,3.7904,,4.6787
5719,9,2.4836,172.9107,1.7236,266,23.3429,,12.6702,10.9336,6.4023,6,-12.8295,440.0024,0.8618,3.6075,19.2383,42.19,2.4836,694,694,62.1495,67.8047,13.082,81,2.1385,,4.5171
6413,10,2.5166,171.184,1.7642,260,25.7143,,15.6763,13.9375,7.1758,6,-12.1004,404.2969,0.8821,8.3267,20.2558,42.355,2.5166,701,701,58.9569,67.5898,12.5664,90,2.579,,4.2271
7114,11,2.4816,169.0141,1.7619,264,25.6338,,15.1199,10.707,10.6758,6,-11.7731,407.4707,0.881,5.4313,18.1878,43.4739,2.4816,710,710,59.1928,68.2266,12.0977,91,2.6399,,4.8165
7824,12,2.5352,169.0141,1.8,270,23.9437,,10.7064,9.4609,5.0117,5,-10.2606,374.1455,0.9,4.7602,20.6199,42.936,2.5352,710,710,61.3636,69.7813,10.8359,85,2.2549,,4.1233
8534,13,2.7549,165.7459,1.9946,285,21.2707,,16.0652,15.0039,5.7422,5,-9.7234,348.7549,0.9973,3.6204,20.7834,44.6686,2.7549,724,724,64.9203,77.0938,10.1406,77,1.6703,,4.0767
9258,14,2.6519,163.2653,1.9491,270,26.4305,,16.3085,9.6641,13.1367,5,-10.6925,394.4702,0.9746,6.172,21.0717,41.6254,2.6519,735,735,58.0645,74.7539,10.8086,97,2.7113,,3.9946
9993,15,2.5322,165.5172,1.8358,270,25.4144,,13.7557,8.1172,11.1055,7,-11.537,425.7813,0.9179,4.1053,17.7633,43.5949,2.5322,725,725,59.3407,71.6602,11.7266,92,2.5896,,4.9375
