timestamp,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,split_stride_pace,cycle_time,split_cycle_time,contact_ratio,debug_1,debug_2,flight_time,stride_angle,walking,footstrike_type_new
1006,1,2.657,165.5172,1.9263,265,26.7956,,17.3527,10.5703,13.7617,9,-16.9197,408.8745,0.9632,-1.1649,11.319,33.9856,2.657,725,725,57.6087,69.9805,15.6563,97,2.7433,,6.7741
1731,2,2.593,169.0141,1.841,255,28.169,,11.8746,8.582,8.207,8,-17.5711,423.7671,0.9205,-0.9788,14.6085,35.1199,2.593,710,710,56.044,66.9727,16.0781,100,3.0502,,5.8366
2441,3,2.7324,169.0141,1.94,245,30.9859,,10.4619,7.1797,7.6094,8,-21.4982,528.3203,0.97,-0.1061,13.5897,35.5679,2.7324,710,710,52.6882,69.9414,19.5742,110,3.5013,,6.1269
3151,4,2.8456,166.8985,2.046,259,27.8552,,17.1898,15.3672,7.7031,9,-23.2064,563.2324,1.023,-2.2994,13.2235,41.0118,2.8456,719,719,56.3043,74.6016,21.0859,100,2.7451,,6.2313
3870,5,2.8059,166.6667,2.0203,250,30.5556,,17.1862,9.6133,14.2461,8,-20.6534,534.3628,1.0101,0.5499,15.1729,36.9455,2.8059,720,720,53.1915,73.707,18.1602,110,3.3626,,5.6757
4590,6,2.7563,167.8322,1.9707,255,28.5714,,12.5957,10.1797,7.418,10,-20.3897,501.8311,0.9854,-3.61,10.6809,42.6395,2.7563,715,715,55.4348,72.1133,18.3555,102,2.9647,,6.956
5305,7,2.8315,163.2653,2.0812,250,31.8801,,15.1102,13.0039,7.6953,8,-20.8336,548.0347,1.0406,-0.6307,15.4744,33.5738,2.8315,735,735,51.5464,76.0625,18.7617,117,3.692,,5.5898
6040,8,2.8785,165.5172,2.0869,265,26.7956,,13.6361,7.9727,11.0625,8,-21.0072,506.4087,1.0435,-3.9753,14.0178,40.6168,2.8785,725,725,57.6087,75.6289,18.7695,97,2.5325,,6.0049
6765,9,2.8706,165.5172,2.0812,271,25.1381,,12.2936,8.8516,8.5313,7,-19.463,457.0923,1.0406,-3.5684,15.6181,41.2246,2.8706,725,725,59.6916,75.5586,17.4453,91,2.2354,,5.5488
7490,10,2.7457,165.7459,1.9879,255,29.558,,13.7019,9.4375,9.9336,7,-21.2354,500,0.994,-3.9681,16.4933,34.7492,2.7457,724,724,54.371,72.1289,18.7695,107,3.2337,,5.2994
8214,11,2.6942,162.1622,1.9937,266,28.1081,,16.686,14.6367,8.0117,8,-23.3984,576.5991,0.9968,-4.1469,14.4268,40.4871,2.6942,740,740,56.1181,72.8906,20.7148,104,3.0465,,5.8884
8954,12,2.9751,167.8322,2.1272,269,24.6499,,13.2218,10.6953,7.7734,8,-20.8202,551.5747,1.0636,-3.2757,14.1047,44.6214,2.9751,715,715,60.3139,77.8516,18.7266,88,2.0453,,5.9802
9669,13,2.7883,164.3836,2.0355,255,30.137,,15.5124,11.6367,10.2578,8,-21.3143,570.5566,1.0177,-3.6975,13.6554,39.0819,2.7883,730,730,53.6842,74.1523,19.3242,110,3.3375,,6.1082
10399,14,2.8669,165.5172,2.0785,255,29.558,,14.158,7.9102,11.7422,8,-21.5867,512.6343,1.0393,-3.4088,14.1839,35.9194,2.8669,725,725,54.2553,75.207,19.6133,107,3.093,,5.9576
11124,15,3.0053,164.3836,2.1939,265,27.3973,,14.8332,12.4023,8.1367,8,-19.2661,486.084,1.0969,-3.5585,14.8219,40.4438,3.0053,730,730,56.9892,79.5273,17.4844,100,2.5603,,5.7758
11854,16,2.8761,164.6091,2.0966,245,32.6923,,10.3188,5.457,8.7578,8,-20.6729,533.8135,1.0483,0.2579,14.0341,33.8442,2.8761,729,729,50.6198,75.7656,18.1016,119,3.7908,,6.0003
12583,17,3.0343,167.8322,2.1695,259,27.451,,19.8812,13.8516,14.2617,8,-17.1872,406.189,1.0848,-3.9287,14.7687,40.1657,3.0343,715,715,56.7982,77.4414,15.6445,98,2.4866,,5.7909
13298,18,2.8346,163.0435,2.0862,271,26.3587,,15.992,13.7695,8.1328,8,-20.9723,541.3818,1.0431,-4.3979,14.6852,39.946,2.8346,736,736,58.2796,75.6211,18.8359,97,2.5333,,5.8147
14034,19,2.7911,161.0738,2.0794,260,30.1075,,18.5014,15.3477,10.332,10,-21.7407,582.1533,1.0397,-3.0945,10.5538,41.8707,2.7911,745,745,53.6082,75.0352,19.4297,112,3.3868,,6.9922
14779,20,2.9307,160,2.198,270,28,,14.1401,6.4219,12.5977,8,-19.2595,480.5298,1.099,-2.5353,14.7172,40.8137,2.9307,750,750,56.25,79.25,17.6445,105,2.817,,5.8056
15529,21,3.0555,165.7459,2.2122,250,30.9392,,14.6217,7.0664,12.8008,8,-18.482,471.8018,1.1061,-1.3144,13.3675,36.6143,3.0555,724,724,52.7426,78.8945,16.3086,112,3.1839,,6.1903
16253,22,2.9394,160,2.2045,265,29.3333,,11.6634,7.7383,8.7266,9,-20.7787,552.063,1.1023,-4.3473,11.6241,42.1384,2.9394,750,750,54.6392,78.7578,18.4766,110,3.0821,,6.6871
17003,23,2.9101,166.6667,2.0953,265,26.3889,,14.11,8.793,11.0352,8,-18.743,490.9058,1.0477,-4.3515,14.3294,38.6054,2.9101,720,720,58.2418,74.8281,16.8906,95,2.4195,,5.9161
17723,24,3.0258,164.6091,2.2058,250,31.3187,,15.0075,13.6602,6.2148,8,-21.1482,483.7036,1.1029,-1.2364,13.2653,36.302,3.0258,729,729,52.1921,78.6797,18.9023,114,3.3079,,6.2194
18452,25,2.9691,165.5172,2.1526,269,25.6906,,13.8182,11.3789,7.8398,7,-20.1857,487.2437,1.0763,-2.2841,16.0493,41.0272,2.9691,725,725,58.9912,77.5898,18.1484,93,2.2572,,5.426
19177,26,3.0378,165.2893,2.2054,266,26.7218,,14.0232,11.1445,8.5117,8,-18.4405,484.0698,1.1027,-3.0739,13.7463,41.5291,3.0378,726,726,57.8261,79.2344,16.5117,97,2.3966,,6.0823
19903,27,3.0366,162.3816,2.2441,264,28.4553,,18.5796,15.9648,9.5039,9,-19.4681,508.0566,1.122,-3.0513,11.8838,42.2988,3.0366,739,739,55.5789,79.5352,17.5742,105,2.7593,,6.6131
20642,28,3.0573,160,2.293,266,29.0667,,15.86,14.5,6.4258,8,-21.494,525.1465,1.1465,-1.3244,15.3484,39.8403,3.0573,750,750,54.9587,80.8789,19.2148,109,2.9099,,5.6257
21392,29,2.9867,162.1622,2.2102,260,29.7297,,15.4606,13.0508,8.2891,8,-17.3919,455.2002,1.1051,-1.9994,15.1101,38.2883,2.9867,740,740,54.1667,78.2617,15.4023,110,3.0742,,5.6936
22132,30,2.9816,157.8947,2.266,279,26.5789,,16.1949,14.0898,7.9844,8,-22.1581,587.9517,1.133,-2.5319,14.7189,42.6744,2.9816,760,760,58.0042,80.2305,19.7031,101,2.5286,,5.8051
22892,31,3.048,164.6091,2.222,260,28.5714,,14.8057,8.6289,12.0313,9,-20.1962,509.7046,1.111,-2.7217,12.6538,41.6811,3.048,729,729,55.4371,79.0859,17.8203,104,2.7339,,6.3937
23621,32,3.0725,163.0435,2.2614,264,28.2609,,13.7122,7.8789,11.2227,8,-20.8711,527.71,1.1307,-2.6394,15.2294,39.3308,3.0725,736,736,55.9322,80.375,18.8281,104,2.6864,,5.6596
24357,33,2.9634,166.8985,2.1307,260,27.5766,,17.1005,10.3594,13.6055,8,-19.9308,530.9448,1.0653,-4.4495,13.9388,39.6064,2.9634,719,719,56.6449,75.9102,17.5664,99,2.5838,,6.0274
25076,34,2.98,164.3836,2.1754,255,30.137,,17.0515,14.707,8.6289,9,-20.0171,549.8047,1.0877,-4.3549,11.1941,40.9116,2.98,730,730,53.6842,76.6953,17.8867,110,3.1232,,6.8097
25806,35,3.2045,164.3836,2.3393,260,28.7671,,17.2283,14.7852,8.8438,8,-18.8243,471.8628,1.1696,-2.0557,13.6838,41.6177,3.2045,730,730,55.3191,81.9336,17.0625,105,2.6472,,6.1001
26536,36,3.2229,162.1622,2.385,270,27.027,,16.1446,13.793,8.3906,8,-19.0733,457.0923,1.1925,-5.0087,14.5538,41.808,3.2229,740,740,57.4468,84.2773,16.6953,100,2.3554,,5.8522
27276,37,3.2743,161.0738,2.4394,270,27.4194,,18.6332,15.8086,9.8633,8,-22.3051,585.3882,1.2197,-1.1781,13.4266,40.641,3.2743,745,745,56.8421,86.5547,19.9375,102,2.3959,,6.1734
28021,38,3.0924,161.0738,2.3038,265,28.7634,,18.35,15.793,9.3438,8,-20.3992,513.855,1.1519,-3.0909,14.6219,40.8984,3.0924,745,745,55.2083,81.6914,18.1484,107,2.791,,5.8328
28766,39,3.12,165.5172,2.262,250,30.9392,,13.3752,11.5195,6.7969,8,-19.1277,477.2949,1.131,-1.203,15.0404,37.4027,3.12,725,725,52.6316,79.9258,17.2305,112,3.1139,,5.7135
29491,40,3.2191,166.8985,2.3145,240,33.1476,,10.894,6.9102,8.4219,9,-21.962,577.3926,1.1573,2.6155,13.1909,36.6434,3.2191,719,719,50.1044,81.6953,19.6094,119,3.4348,,6.2406
30210,41,3.1389,163.0435,2.3102,260,29.3478,,11.241,6.6719,9.0469,8,-18.7257,482.8491,1.1551,-1.9302,13.9116,42.4869,3.1389,736,736,54.6218,81.0938,16.6797,108,2.8355,,6.0352
30946,42,3.3312,164.6091,2.4285,244,32.967,,16.8171,14.2773,8.8867,9,-18.6504,498.3521,1.2142,-1.4603,11.4668,37.2416,3.3312,729,729,50.3093,85.1797,16.7695,120,3.3291,,6.732
