timestamp,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,split_stride_pace,cycle_time,split_cycle_time,contact_ratio,debug_1,debug_2,flight_time,stride_angle,walking,footstrike_type_new
2664,1,2.58,159.787,1.9376,311,17.0667,,15.3112,12.1953,9.2578,4,0.1709,93.0786,0.9688,26.2483,23.403,50.1604,2.58,751,751,70.6818,76.8867,1.3125,64,1.188,,3.3302
3415,2,2.6745,159.1512,2.0166,316,16.1804,,16.8194,13.2383,10.375,5,1.7152,80.2612,1.0083,27.1772,22.023,51.5365,2.6745,754,754,72.1461,79.3789,0.3906,61,1.037,,3.7234
4169,3,2.624,158.7302,1.9837,320,15.3439,,15.9787,12.1523,10.375,5,0.0476,106.3843,0.9919,26.7565,22.4241,51.4064,2.624,756,756,73.3945,79.5273,1.6367,58,0.9531,,3.6091
4925,4,2.6561,156.658,2.0346,314,18.0157,,10.9728,9.8555,4.8242,5,-0.5472,116.272,1.0173,24.0528,21.774,52.9585,2.6561,766,766,69.469,82.4141,2.2695,69,1.3151,,3.7944
5691,5,2.6572,156.658,2.0354,320,16.4491,,19.2782,13.9883,13.2656,5,0.8516,112.2437,1.0177,29.4535,22.7306,52.5417,2.6572,766,766,71.7489,79.1445,2.0586,63,1.0959,,3.5218
6457,6,2.6752,155.8442,2.0599,315,18.1818,,15.0695,6.3633,13.6602,4,0.93,110.3516,1.03,27.4582,23.3272,50.8762,2.6752,770,770,69.2308,81.0234,1.957,70,1.3368,,3.3518
7227,7,2.655,156.658,2.0338,340,11.2272,,10.3483,8.5,5.9023,4,0.1168,124.3896,1.0169,29.6263,23.1263,54.0397,2.655,766,766,79.8122,79.6133,1.668,43,0.511,,3.409
7993,8,2.6047,155.642,2.0082,325,15.5844,,8.5409,3.6563,7.7188,4,0.9653,104.9194,1.0041,29.7242,22.9031,52.8516,2.6047,771,771,72.87,78.1602,0.3633,60,1.0075,,3.4726
8764,9,2.7782,160,2.0837,305,18.6667,,8.1721,6.4336,5.0391,5,-0.945,71.4722,1.0418,27.0838,20.9365,54.3955,2.7782,750,750,68.5393,82.1445,0.9766,70,1.3216,,4.0331
9514,10,2.7596,159.787,2.0724,309,17.6,,5.9553,4.0781,4.3398,5,-1.3092,130.249,1.0362,27.5723,22.1183,53.6683,2.7596,751,751,69.9095,81.7266,2.1016,66,1.1812,,3.6963
10265,11,2.793,157.6873,2.1255,325,14.4737,,12.8662,11.4844,5.8008,4,0.1477,91.4917,1.0627,30.0722,23.3027,53.2861,2.793,761,761,74.5413,81.2031,1.1211,55,0.7999,,3.3587
11026,12,2.7891,156.8627,2.1336,335,12.3037,,15.8703,5.2617,14.9727,5,0.1241,117.7979,1.0668,26.9142,22.5206,58.2741,2.7891,765,765,77.907,83.4102,0.2969,47,0.5819,,3.5816
11791,13,2.8293,156.658,2.1673,335,12.5326,,9.4934,8.125,4.9102,5,-1.2618,119.751,1.0836,30.7289,22.5801,60.1891,2.8293,766,766,77.7262,82.6445,1.4531,48,0.5975,,3.5647
12557,14,2.8607,158.7302,2.1627,320,15.3439,,9.5395,3.1289,9.0117,5,0.2137,109.9243,1.0813,30.0776,20.4084,62.0562,2.8607,756,756,73.3945,81.5859,1.4609,58,0.8742,,4.1836
13313,15,2.8858,158.9404,2.1788,325,13.7931,,11.9696,10.9336,4.8711,5,-1.4613,129.5776,1.0894,28.1156,21.2626,61.433,2.8858,755,755,75.5814,83.1211,1.4102,52,0.6975,,3.9402
14068,16,2.8595,158.7302,2.1618,325,14.0212,,13.4767,6.6758,11.707,5,0.4614,78.7964,1.0809,28.3307,22.8146,59.0537,2.8595,756,756,75.406,82.4766,0.082,53,0.7303,,3.4978
14824,17,2.8908,157.8947,2.197,326,14.2105,,16.9231,8.6211,14.5625,5,0.0662,115.9668,1.0985,27.6205,21.7834,63.6892,2.8908,760,760,75.1152,84.0859,1.5117,54,0.746,,3.7917
15584,18,2.7836,157.6873,2.1183,320,15.7895,,15.223,12.4102,8.8164,5,-1.2068,134.2773,1.0591,29.0181,21.7494,56.4,2.7836,761,761,72.5624,79.5938,1.4883,60,0.9551,,3.8014
16345,19,2.7983,157.6873,2.1295,325,14.4737,,20.1728,14.5352,13.9883,5,-1.4671,120.0562,1.0647,27.9814,21.5281,59.1005,2.7983,761,761,74.5413,80.9766,1.0156,55,0.7984,,3.8645
17106,20,2.8596,158.7302,2.1619,305,19.3122,,6.3278,3.7383,5.1055,5,-0.6847,113.0371,1.0809,27.3012,21.8068,54.1597,2.8596,756,756,67.6275,80.832,1.0156,73,1.3852,,3.7851
17862,21,2.8569,158.7302,2.1598,335,11.3757,,13.1671,5.207,12.0938,4,-1.0516,117.7979,1.0799,28.9307,23.3878,65.8098,2.8569,756,756,79.5724,80.5039,1.2813,43,0.4812,,3.3345
18618,22,2.8207,158.9404,2.1296,316,16.1804,,13.6966,4.8516,12.8086,5,-0.0944,100.2197,1.0648,26.3363,20.8202,60.975,2.8207,755,755,71.9818,79.7227,0.1758,61,0.982,,4.0662
19373,23,2.851,158.9404,2.1525,321,14.8541,,9.0256,7.3555,5.2305,5,-0.9093,110.1074,1.0762,25.9358,21.6904,60.8032,2.851,755,755,73.9631,81.3359,0.9258,56,0.8188,,3.8182
20128,24,2.8365,157.6873,2.1586,319,16.0526,,13.4188,10.8594,7.8828,5,-1.1545,130.3711,1.0793,26.8632,20.692,62.2954,2.8365,761,761,72.1719,80.8984,1.1328,61,0.9688,,4.1028
20889,25,2.8827,159.787,2.1649,320,14.6667,,15.5318,3.3242,15.1719,5,-1.3276,106.4453,1.0825,25.4952,22.0191,64.1821,2.8827,751,751,74.2459,81.7031,1.0742,55,0.7853,,3.7246
21640,26,2.9145,155.642,2.2471,336,12.7273,,14.8767,4.8086,14.0781,5,-0.7715,110.4126,1.1235,24.7378,20.6922,68.7823,2.9145,771,771,77.2414,83.4844,0.7148,49,0.6005,,4.1027
22411,27,3.0226,157.8947,2.2972,325,14.4737,,6.2678,3.5859,5.1406,5,-0.6094,110.2905,1.1486,26.7673,21.2814,68.0886,3.0226,760,760,74.7126,83.7578,0.7109,55,0.7401,,3.9348
23171,28,2.9516,157.6873,2.2462,320,15.7895,,13.0118,6.043,11.5234,5,-0.7141,91.4917,1.1231,24.1309,21.8859,65.2347,2.9516,761,761,72.5624,83.7852,0.4883,60,0.9008,,3.7625
23932,29,2.8414,157.6873,2.1623,325,14.4737,,7.4612,3.3555,6.6641,5,0.1825,89.2944,1.0812,23.455,22.0698,63.7995,2.8414,761,761,74.5413,82,0.1836,55,0.7863,,3.7101
24693,30,3.0122,157.6873,2.2923,330,13.1579,,12.4905,10.5469,6.6914,6,-0.8857,121.7651,1.1461,24.6042,20.209,68.5277,3.0122,761,761,76.5661,85.543,0.75,50,0.613,,4.2404
25454,31,2.8863,158.1028,2.1907,321,15.3034,,9.4386,3.3906,8.8086,5,-0.4403,115.0513,1.0954,27.2534,22.8373,63.7981,2.8863,759,759,73.2877,80.625,0.4922,58,0.863,,3.4914
26213,32,2.8194,157.6873,2.1456,320,15.7895,,20.1279,15.5938,12.7266,5,-0.7823,114.8682,1.0728,27.2143,21.0849,63.2589,2.8194,761,761,72.5624,78.3477,0.7539,60,0.943,,3.9908
26974,33,2.9989,157.6873,2.2822,330,13.1579,,10.429,3.6602,9.7656,5,-0.819,114.3188,1.1411,23.7116,20.7119,71.7985,2.9989,761,761,76.5661,86.0898,0.6094,50,0.6157,,4.0971
27735,34,2.9905,157.6873,2.2757,335,11.8421,,11.5542,10.2031,5.4219,5,-1.2697,102.7222,1.1379,22.5702,22.3794,72.2657,2.9905,761,761,78.6385,84.5078,1.1055,45,0.5001,,3.6219
28496,35,2.9942,159.787,2.2486,310,17.3333,,9.4163,3.2227,8.8477,5,-1.0109,105.4077,1.1243,24.2582,20.9859,66.3977,2.9942,751,751,70.2948,82.6367,1.0742,65,1.056,,4.019
29247,36,2.9702,157.8947,2.2573,330,13.1579,,15.9533,5.5703,14.9492,5,-0.6801,117.4927,1.1287,22.59,21.978,68.6114,2.9702,760,760,76.7442,84.6602,0.3008,50,0.6225,,3.7363
30007,37,3.0411,158.7302,2.299,325,14.0212,,12.909,10.4844,7.5313,5,-1.4789,142.2119,1.1495,23.0355,20.6467,67.7073,3.0411,756,756,75.406,86.2656,1.3711,53,0.6867,,4.1157
