timestamp,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,split_stride_pace,cycle_time,split_cycle_time,contact_ratio,debug_1,debug_2,flight_time,stride_angle,walking,footstrike_type_new
1083,1,3.3145,205.1282,1.939,215,26.3699,,1.4713,1.3906,0.4805,14,-0.4339,16.2964,0.9695,7.9442,1.9723,54.4013,3.3145,585,585,58.1081,57.1602,0.5039,77,1.7182,,9.4379
1668,2,1.6282,105.1709,1.8577,740,0,,6.4957,2.4023,6.0352,13,-0.1455,52.063,0.9289,-12.8203,3.3376,83.3132,1.6282,1141,1141,184.5387,87.7266,0.2773,-170,8.677,,9.0488
2809,3,2.2935,148.1481,1.8577,601,0,,6.3865,3.3242,5.4531,10,-3.2237,235.7788,0.9289,2.1669,9.7787,68.5383,2.2935,810,810,287.5598,73.1953,3.8633,-196,11.4675,,7.2131
3619,4,2.1856,141.1765,1.8577,475,0,,9.9567,9.0938,4.0547,12,-7.5596,584.5337,0.9289,-3.3346,6.714,55.3645,2.1856,850,850,126.6667,56.0664,7.75,-50,0.7564,,8.0865
4469,5,1.7028,109.9908,1.8577,700,0,,9.307,7.1016,6.0156,4,-7.6458,190.3687,0.9289,14.8908,23.9269,65.1182,1.7028,1091,1091,179.0281,67.1406,8.6563,-155,7.2304,,3.1808
8242,8,2.5275,163.2653,1.8577,481,0,,8.373,7.9688,2.5703,11,-7.8892,572.8149,0.9289,-5.3829,8.0077,49.7851,2.5275,735,735,189.3701,46.7578,8.7969,-114,3.9259,,7.7178
8977,9,2.2935,148.1481,1.8577,500,0,,7.7202,7.1602,2.8867,11,-6.3051,624.0234,0.9289,-1.3581,7.3398,40.7938,2.2935,810,810,161.2903,40.1953,10.332,-95,2.7285,,7.9082
9787,10,2.4902,160.8579,1.8577,460,0,,8.8569,8.4141,2.7656,11,-9.5778,742.981,0.9289,-10.5925,8.0803,40.4067,2.4902,746,746,160.8392,41.4805,14.0195,-87,2.2889,,7.6971
10533,11,2.2011,142.1801,1.8577,485,0,,8.8859,8.0703,3.7188,11,-7.6759,339.4165,0.9289,-8.7875,8.8839,57.2332,2.2011,844,844,135.0975,60.3789,7.5977,-63,1.2007,,7.4681
11377,12,1.8106,116.9591,1.8577,655,0,,8.5958,8.1914,2.6055,8,-2.9967,129.8828,0.9289,11.0645,14.386,69.2737,1.8106,1026,1026,176.5499,70.1211,4.8945,-142,6.0779,,5.9
12403,13,1.8213,117.6471,1.8577,684,0,,8.5741,6.4023,5.7031,6,-5.7267,181.2744,0.9289,15.5688,18.1367,65.6903,1.8213,1020,1020,203.5714,68.2578,6.7148,-174,9.0834,,4.831
13423,14,2.1086,136.2089,1.8577,611,0,,5.1944,2.7695,4.3945,15,0.0681,166.5039,0.9289,2.526,0.655,61.0405,2.1086,881,881,226.2963,62.1211,0,-171,8.7778,,9.8133
14304,15,2.2382,144.5783,1.8577,481,0,,5.5246,4.8633,2.6211,12,-10.9216,597.5342,0.9289,-6.405,6.5213,49.1855,2.2382,830,830,137.8223,49.4961,12.7266,-66,1.3177,,8.1414
15134,16,1.8559,119.8801,1.8577,565,0,,8.1293,7.4883,3.1641,15,-0.5653,524.1699,0.9289,-9.997,0.9989,63.5627,1.8559,1001,1001,129.5872,67.1133,1.8281,-65,1.2781,,9.7153
16135,17,2.183,141.0106,1.8577,641,0,,13.9008,13.2734,4.1289,6,-6.5636,171.6309,0.9289,7.5854,18.8837,43.2671,2.183,851,851,305.2381,44.4453,6.2383,-216,13.8406,,4.6181
19447,19,1.8303,118.2266,1.8577,625,0,,6.6774,3.5859,5.6328,10,-10.3124,372.8638,0.9289,13.8681,10.8508,59.8689,1.8303,1015,1015,160.2564,64.1328,11.8984,-118,4.2053,,6.9075
20462,20,1.9351,125,1.8577,564,0,,14.4538,13.6523,4.7461,4,-5.9328,173.645,0.9289,7.8694,24.1597,75.5849,1.9351,960,960,142.4242,77.0195,6.6641,-84,2.1339,,3.1145
21422,21,1.8841,121.7039,1.8577,626,0,,11.7669,6.3867,9.8828,5,-5.7089,143.5547,0.9289,2.1106,21.6609,80.853,1.8841,986,986,173.8889,85.7227,5.7656,-133,5.3365,,3.8266
22408,22,1.8559,119.8801,1.8577,635,0,,9.1077,7.7227,4.8281,5,-7.7288,200.6226,0.9289,3.6376,21.5967,78.7556,1.8559,1001,1001,173.4973,84.0508,8.1406,-135,5.4972,,3.8449
23409,23,1.6812,108.5973,1.8577,606,0,,13.143,12.2891,4.6602,7,-6.7707,206.1157,0.9289,4.1907,17.5304,77.5906,1.6812,1105,1105,121.4429,79.2383,6.3984,-54,0.8822,,5.0038
