timestamp,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,split_stride_pace,cycle_time,split_cycle_time,contact_ratio,debug_1,debug_2,flight_time,stride_angle,walking,footstrike_type_new
10997,1,4.4296,183.4862,2.8969,209,36.0856,,13.8678,11.3906,7.9102,9,-27.293,1093.75,1.4485,9.8111,11.2606,59.2648,4.4296,654,654,46.9663,109.1289,24.5195,118,2.6996,,6.7907
11651,2,4.174,179.1045,2.7966,214,36.1194,,20.2257,13.25,15.2813,9,-24.6307,1019.5313,1.3983,10.503,12.2219,59.385,4.174,670,670,46.9298,104.7656,22.1602,121,2.94,,6.5168
12321,3,4.3377,178.0415,2.9236,215,36.2018,,16.7708,7.5938,14.9531,9,-26.2223,1094.6655,1.4618,13.7829,12.2909,59.6382,4.3377,674,674,46.841,107.8594,23.2305,122,2.8591,,6.4971
12995,4,4.3521,179.3722,2.9116,215,35.6287,,17.7413,8.9063,15.3438,10,-24.8422,991.5161,1.4558,10.3066,9.553,60.6778,4.3521,669,669,47.3568,108.6953,22.543,119,2.7317,,7.2774
13664,5,4.395,177.7778,2.9666,215,36.2018,,21.0142,14.5195,15.1914,10,-25.5787,1089.5996,1.4833,11.561,10.0162,58.8651,4.395,675,675,46.7391,111.332,23.5078,122,2.8178,,7.1454
14339,6,4.3966,179.3722,2.9414,215,35.6287,,19.5001,12.9336,14.5938,10,-25.6548,1037.2925,1.4707,11.854,10.6708,58.0432,4.3966,669,669,47.3568,108.0195,23.1328,119,2.7041,,6.9588
15008,7,4.3537,176.7305,2.9562,215,36.5782,,20.2734,12.707,15.7969,11,-25.6094,1047.8516,1.4781,11.1212,8.1005,58.9895,4.3537,679,679,46.3362,109.3477,23.9961,124,2.921,,7.6914
15687,8,4.3569,179.3722,2.9148,215,35.6287,,14.4829,12.4297,7.4336,10,-26.5245,1135.5591,1.4574,8.6304,9.6958,57.3207,4.3569,669,669,47.3568,109.457,23.293,119,2.7287,,7.2367
16356,9,4.5173,181.8182,2.9814,210,36.3636,,18.5694,11.8594,14.2891,13,24.5053,820.5566,1.4907,-14.5618,3.8903,57.6467,4.5173,660,660,46.6667,111.8672,23.4063,120,2.7128,,8.8913
17016,10,4.3588,179.3722,2.916,215,35.6287,,19.9756,14.4492,13.793,10,-23.5135,1043.8843,1.458,11.6685,9.0033,56.4038,4.3588,669,669,47.3568,109.0664,20.0742,119,2.7275,,7.4341
