timestamp,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,split_stride_pace,cycle_time,split_cycle_time,contact_ratio,debug_1,debug_2,flight_time,stride_angle,walking,footstrike_type_new
618,1,3.7493,163.2653,2.7558,281,23.4332,,18.4592,14.6289,11.2578,2,-14.2914,360.6567,1.3779,-0.3528,29.6749,55.5515,3.7493,735,735,61.8943,103.5898,13.9844,86,1.5082,,1.5427
1353,2,3.8014,165.2893,2.7599,260,28.3747,,16.6774,5.6602,15.6875,3,-15.1838,564.0869,1.3799,1.4195,25.7503,54.7753,3.8014,726,726,55.794,105.6875,14.9141,103,2.1596,,2.6612
2079,3,3.6189,163.2653,2.6599,255,30.5177,,17.7999,10.5508,14.3359,3,-13.6162,619.6289,1.33,2.6028,26.7738,52.9691,3.6189,735,735,53.125,100.9453,13.3047,112,2.6488,,2.3695
2814,4,3.8953,166.6667,2.8046,266,26.1111,,19.1831,14.0703,13.0391,3,-13.4932,528.6865,1.4023,1.4577,27.5003,59.0423,3.8953,720,720,58.5903,106.8438,12.582,94,1.7703,,2.1624
3534,5,3.8727,166.6667,2.7884,260,27.7778,,18.4229,15.4727,10,2,-12.4792,476.9287,1.3942,-0.3079,29.7487,53.5162,3.8727,720,720,56.5217,105.1406,12.3867,100,2.0149,,1.5216
4254,6,3.8903,165.2893,2.8244,266,26.7218,,17.4049,14.2891,9.9375,2,-9.8258,341.6138,1.4122,-3.195,29.8704,55.1701,3.8903,726,726,57.8261,105.8672,9.8438,97,1.8718,,1.4869
4980,7,3.7825,163.2653,2.7801,260,29.1553,,17.3116,12.3906,12.0898,2,-12.6019,471.8628,1.3901,-0.6909,29.9572,52.2518,3.7825,735,735,54.7368,104.957,12.0703,107,2.3134,,1.4622
5715,8,3.7887,165.2893,2.7506,269,25.8953,,18.0306,12.3086,13.1758,2,-13.4508,561.0962,1.3753,2.8347,29.4657,57.7713,3.7887,726,726,58.8621,104.4453,12.8281,94,1.805,,1.6023
6441,9,3.6461,163.2653,2.6799,266,27.5204,,19.1246,11.1484,15.5391,1,-9.7229,343.0176,1.3399,0.2792,31.3947,51.2102,3.6461,735,735,56.7164,99.9883,9.4805,101,2.1385,,1.0525
7176,10,3.7745,163.0435,2.778,274,25.5435,,14.752,9.3789,11.3867,2,-10.3742,373.1689,1.389,-0.6397,29.7701,55.9543,3.7745,736,736,59.3074,105.0703,9.9531,94,1.7872,,1.5155
7912,11,3.7146,163.2653,2.7303,270,26.4305,,19.3953,15.0625,12.2188,2,-12.4669,496.0938,1.3651,0.1935,28.8123,52.1995,3.7146,735,735,58.0645,103.4258,12.1406,97,1.9363,,1.7885
8647,12,3.7175,162.1622,2.751,280,24.3243,,18.9161,15.7422,10.4883,2,-10.4268,355.2856,1.3755,1.1335,29.9831,54.3497,3.7175,740,740,60.8696,103.0234,10.2656,90,1.6545,,1.4548
9387,13,3.7369,163.0435,2.7504,269,26.9022,,20.3446,14.7578,14.0039,2,-10.2836,372.3755,1.3752,1.0015,30.241,51.8571,3.7369,736,736,57.6017,103.7773,10.3945,99,2.0021,,1.3813
