timestamp,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,split_stride_pace,cycle_time,split_cycle_time,contact_ratio,debug_1,debug_2,flight_time,stride_angle,walking,footstrike_type_new
1095,1,1.1206,109.1902,1.2315,789,0,,1.3565,0.4102,1.293,15,-1.7482,0,0.6158,-12.7806,1.4653,52.507,1.1206,1099,1099,254.5161,52.2148,0,-240,24.6472,,9.5824
2194,2,1.2266,119.5219,1.2315,669,0,,10.9222,10.5703,2.75,12,-2.7029,399.353,0.6158,-10.1439,5.0764,48.434,1.2266,1004,1004,199.7015,46.5,3.4805,-167,12.5254,,8.5532
4345,4,1.589,154.8387,1.2315,395,0,,1.6331,1.543,0.5352,15,0.023,38.3911,0.6158,-11.4611,0.8601,74.1161,1.589,775,775,103.9474,74.4805,0,-8,0.0292,,9.7549
5120,5,1.1371,110.8033,1.2315,678,0,,6.5135,5.6289,3.2773,9,-3.5447,190.1855,0.6158,-15.7263,11.5309,82.8366,1.1371,1083,1083,167.4074,95.8359,4.5664,-137,8.5034,,6.7137
6203,6,1.1751,114.5038,1.2315,664,0,,6.94,5.9883,3.5078,5,-7.6133,180.6641,0.6158,-13.1612,22.5063,72.959,1.1751,1048,1048,172.9167,77.9492,7.9258,-140,8.874,,3.5857
7251,7,1.1155,108.6957,1.2315,699,0,,11.1584,10.6094,3.457,5,-8.6266,198.6084,0.6158,-12.319,20.6903,65.9438,1.1155,1104,1104,172.5926,75.5625,8.3516,-147,9.7668,,4.1033
8355,8,1.1206,109.1902,1.2315,709,0,,15.2259,13.9922,6.0039,8,-10.0799,245.2393,0.6158,2.936,14.7712,69.1971,1.1206,1099,1099,181.7949,74.8672,9.8438,-160,11.526,,5.7902
9454,9,1.0366,101.0101,1.2315,760,0,,15.8879,15.5938,3.043,7,-6.7971,199.7681,0.6158,-22.8451,16.8125,65.5843,1.0366,1188,1188,177.5701,75.3867,8.25,-166,12.3805,,5.2084
10642,10,1.1267,109.7896,1.2315,699,0,,12.8771,12.1445,4.2813,8,-4.5201,210.3271,0.6158,-13.1747,13.9733,73.2182,1.1267,1093,1093,177.4112,84.1406,5.2422,-153,10.5628,,6.0176
11735,11,1.1853,115.4957,1.2315,664,0,,7.4449,3.4492,6.5977,7,-9.9919,309.7534,0.6158,-17.0639,16.9534,84.2905,1.1853,1039,1039,177.0667,90.1797,10.6406,-145,9.5078,,5.1683
12774,12,1.3638,132.8904,1.2315,590,0,,11.3978,8.6602,7.4102,7,-7.8698,260.6812,0.6158,-13.9324,16.2495,82.2271,1.3638,903,903,188.4984,85.375,8.3984,-139,8.7496,,5.3689
13677,13,1.8802,183.2061,1.2315,330,0,,13.6472,5.0273,12.6875,8,-6.7174,377.9297,0.6158,-4.132,13.2959,41.3563,1.8802,655,655,101.5385,72.2109,6.1055,-3,0.0041,,6.2107
14332,14,1.5772,183.7672,1.0299,265,18.7117,,14.7398,12.2227,8.2383,15,-0.4267,168.8843,0.515,-6.0682,0.7481,20.918,1.5772,653,653,68.299,44.6914,2.3906,61,2.0298,,9.7868
14985,15,1.6621,190.4762,1.0471,305,3.1746,,15.3069,10.0977,11.5039,16,-2.7845,185.4858,0.5236,-5.5253,0.1002,22.2814,1.6621,630,630,93.8462,44.6875,2.4063,10,0.0537,,9.9714
15615,16,1.9673,174.4186,1.3535,290,15.6977,,17.1066,12.3359,11.8516,13,-1.0316,210.5103,0.6767,-3.8304,3.7369,21.1675,1.9673,688,688,72.8643,57.8555,3.8906,54,1.2108,,8.935
16303,17,2.5355,159.1512,1.9118,349,7.4271,,14.1235,11.2852,8.4922,16,-4.0662,270.0806,0.9559,-7.411,0.2243,50.5836,2.5355,754,754,86.1728,81.1563,2.4883,28,0.2305,,9.9361
17057,18,3.1593,165.5172,2.2905,309,14.6409,,11.5073,5.2148,10.2578,7,-12.1527,385.8643,1.1453,-9.7624,15.6877,58.8486,3.1593,725,725,74.2788,98.7227,11.0586,53,0.6893,,5.529
17782,19,3.3361,171.9198,2.3286,275,21.2034,,19.4061,11.7695,15.4297,6,-18.0687,581.2988,1.1643,-4.7196,18.87,50.1083,3.3361,698,698,65.0118,99.8008,16.957,74,1.3216,,4.6221
18480,20,3.3964,172.9107,2.3571,279,19.5965,,7.991,3.9727,6.9336,4,-10.5138,348.1445,1.1786,-10.7894,24.5518,59.5774,3.3964,694,694,67.2289,101.3555,10.3906,68,1.1025,,3.0027
19174,21,3.2935,173.913,2.2725,290,15.942,,13.2728,10.125,8.582,3,-10.9226,432.1289,1.1362,-5.4403,27.0536,62.2327,3.2935,690,690,72.5,100.1133,10.3438,55,0.7482,,2.2897
19864,22,3.5344,175.6955,2.414,274,19.6481,,11.5686,4.4844,10.6641,4,-9.2201,332.1533,1.207,-5.5345,24.81,59.3411,3.5344,683,683,66.9927,103.6563,8.8359,67,1.0451,,2.9291
20547,23,3.7818,171.4286,2.6473,265,24.2857,,15.1575,14.0117,5.7813,4,-9.6916,417.9077,1.3236,-5.1493,25.4474,55.2346,3.7818,700,700,60.9195,111.3086,9.0586,85,1.5337,,2.7475
21247,24,3.4732,169.2525,2.4625,254,28.2486,,16.9572,8.6484,14.5859,3,-8.2879,245.3003,1.2313,-5.5924,27.5238,54.9048,3.4732,709,709,55.8242,105.5273,8.3281,100,2.2813,,2.1557
21956,25,3.687,176.9912,2.4998,260,23.3038,,15.4496,14.1836,6.125,2,-15.8981,496.7651,1.2499,-5.4645,28.1683,56.8995,3.687,678,678,62.201,107.293,14.4414,79,1.403,,1.972
22634,26,3.5404,169.2525,2.5101,269,24.0113,,11.1117,9.5781,5.6328,3,-9.4676,278.1372,1.2551,-5.2133,26.8442,58.7164,3.5404,709,709,61.1364,108.0352,8.5586,85,1.6174,,2.3494
23343,27,3.621,173.913,2.4985,264,23.4783,,17.8711,8.0313,15.9648,4,-10.4904,338.623,1.2493,-5.138,23.7844,58.8857,3.621,690,690,61.9718,107.332,10.2148,81,1.4756,,3.2214
