timestamp,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,split_stride_pace,cycle_time,split_cycle_time,contact_ratio,debug_1,debug_2,flight_time,stride_angle,walking,footstrike_type_new
0,1,3.7172,177.5148,2.5129,236,30.1775,,17.564,11.875,12.9414,10,-20.5788,834.4727,1.2564,1.9901,10.8691,51.746,3.7172,676,676,53.6364,92.7656,19.8867,102,2.3259,,6.9023
676,2,3.7159,179.1045,2.4896,224,33.1343,,17.1392,12.6836,11.5273,14,-18.8886,748.9624,1.2448,1.8662,3.0015,52.8354,3.7159,670,670,50.2242,93.6133,17.9688,111,2.7795,,9.1446
1346,3,3.7145,177.7778,2.5073,225,33.2344,,17.0523,12.7734,11.2969,13,-20.0024,855.5908,1.2536,2.5028,3.2912,52.5271,3.7145,675,675,50,93.9883,19.5078,112,2.8098,,9.062
2021,4,3.8426,182.9268,2.5208,221,32.622,,13.7358,10.6172,8.7148,13,-23.3864,672.1802,1.2604,5.3274,3.5085,50.0774,3.8426,656,656,50.8046,93.6445,23.293,107,2.5512,,9.0001
2677,5,3.7388,169.9717,2.6396,230,34.8442,,16.8956,12.6055,11.25,11,-22.0819,732.4829,1.3198,2.465,7.774,52.3455,3.7388,706,706,48.3193,98.3633,20.6797,123,3.2181,,7.7844
3383,6,3.9616,180.4511,2.6345,215,35.241,,16.5703,11.9375,11.4922,12,-22.1968,790.6494,1.3172,1.8613,6.2266,52.4929,3.9616,665,665,47.7778,98.0938,21.0469,117,2.9181,,8.2254
4048,7,3.8716,176.4706,2.6327,210,38.2353,,18.3708,14.9336,10.6992,13,-21.4149,773.7427,1.3164,3.9887,4.9743,52.0262,3.8716,680,680,44.6809,96.9453,20.5898,130,3.6033,,8.5823
4728,8,3.8968,176.2115,2.6537,210,38.2353,,17.8953,13.9922,11.1563,12,-22.5005,833.252,1.3269,1.8374,5.251,51.7626,3.8968,681,681,44.586,97.7617,21.3477,130,3.5749,,8.5035
5409,9,3.8968,178.8376,2.6148,220,34.3284,,19.2707,15.168,11.8867,11,-22.1336,806.5186,1.3074,2.2024,8.7755,51.8667,3.8968,671,671,48.7805,96.2813,21.0625,115,2.8405,,7.499
6080,10,3.8311,179.1045,2.5668,216,35.5224,,18.9719,15.1602,11.4063,13,-21.9363,830.5054,1.2834,4.2783,4.8497,51.9909,3.8311,670,670,47.5771,94.8125,21.3047,119,3.0979,,8.6178
