timestamp,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,split_stride_pace,cycle_time,split_cycle_time,contact_ratio,debug_1,debug_2,flight_time,stride_angle,walking,footstrike_type_new
664,1,2.9467,156.8627,2.2542,316,17.2775,,14.7813,10.582,10.3203,6,-0.0852,176.9409,1.1271,32.6734,20.3766,56.8155,2.9467,765,765,70.3786,89.7188,2.1641,66,1.086,,4.1927
1429,2,2.9431,160.8579,2.1955,301,19.3029,,17.5786,15.3281,8.6055,6,0.261,134.0332,1.0978,28.3475,20.2123,54.1903,2.9431,746,746,67.6404,89.4219,0.5703,72,1.3269,,4.2395
2175,3,2.9375,161.0738,2.1885,285,23.3871,,11.8478,8.4883,8.2656,5,-0.2917,132.2632,1.0942,22.9995,21.4499,48.0315,2.9375,745,745,61.9565,90.8789,2.2344,87,1.9432,,3.8868
2920,4,2.8793,157.6873,2.1912,325,14.4737,,18.0324,13.5703,11.875,5,-1.1882,150.0854,1.0956,30.8944,22.1142,59.5246,2.8793,761,761,74.5413,90.6641,2.3555,55,0.7759,,3.6974
3681,5,2.9089,158.7302,2.1991,315,16.6667,,11.9522,8.8906,7.9883,5,-0.3858,105.957,1.0995,31.5893,21.6284,57.3567,2.9089,756,756,71.4286,89.5586,1.9297,63,1.0143,,3.8359
4437,6,3.0074,158.7302,2.2736,300,20.6349,,17.5897,12.3555,12.5195,5,-0.7842,144.5313,1.1368,28.7766,21.8226,48.5196,3.0074,756,756,65.7895,90.375,2.332,78,1.5037,,3.7806
5193,7,2.9717,158.9404,2.2436,311,17.5066,,17.7372,12.7031,12.3789,6,-0.5057,161.5601,1.1218,30.6561,20.2742,60.169,2.9717,755,755,70.045,91.5742,1.0156,66,1.0911,,4.2218
5948,8,3.0377,160.8579,2.2661,300,19.571,,17.5991,14.5781,9.8594,5,-1.0356,140.1978,1.1331,31.2771,22.2992,55.3404,3.0377,746,746,67.2646,88.8359,1.0234,73,1.3215,,3.6447
6694,9,3.0597,161.0738,2.2795,310,16.6667,,13.7979,6.0469,12.4023,5,-1.1184,96.0083,1.1398,29.7918,22.4798,62.9263,3.0597,745,745,71.2644,91.5977,1.6758,62,0.9478,,3.5933
7439,10,3.1014,159.787,2.3291,309,17.6,,20.368,14.3906,14.4141,5,-1.0866,153.1982,1.1646,31.5731,22.4139,57.4943,3.1014,751,751,69.9095,92.0391,2.293,66,1.0511,,3.612
8190,11,3.0115,158.7302,2.2767,315,16.6667,,20.7149,13.5508,15.668,5,-1.4957,150.1465,1.1383,29.8775,21.6403,59.2024,3.0115,756,756,71.4286,90.4688,2.5859,63,0.9798,,3.8325
8946,12,3.0536,158.7302,2.3085,321,15.0794,,17.9545,15.9609,8.2227,5,-1.2868,160.9497,1.1542,31.7005,21.6858,60.463,3.0536,756,756,73.7931,91.0234,2.6797,57,0.791,,3.8196
9702,13,2.9825,158.9404,2.2518,325,13.7931,,17.2818,9.7773,14.25,5,-0.6058,113.0371,1.1259,28.6999,22.4923,66.6052,2.9825,755,755,75.5814,89.1016,1.2852,52,0.6749,,3.5897
10457,14,3.0501,160.8579,2.2754,295,20.9115,,17.0777,9.4297,14.2383,5,0.5401,207.6416,1.1377,29.1855,20.7948,53.749,3.0501,746,746,65.4102,88.2461,0.2148,78,1.5025,,4.0735
11203,15,3.1721,161.0738,2.3632,311,16.3978,,19.9811,12.4883,15.5977,6,-0.1841,120.1172,1.1816,27.9011,20.3679,60.2783,3.1721,745,745,71.659,93.6445,0.7656,61,0.8849,,4.1952
11948,16,3.0092,158.7302,2.2749,316,16.4021,,21.5206,14.8438,15.582,5,-3.1146,215.21,1.1375,28.355,22.1897,65.0733,3.0092,756,756,71.8182,89.2773,3.7969,62,0.9497,,3.6759
12704,17,2.9848,158.9404,2.2536,310,17.7719,,19.3331,14.0859,13.2422,5,-1.9397,166.687,1.1268,27.7377,21.2881,59.5794,2.9848,755,755,69.6629,87.7734,2.5938,67,1.1195,,3.9329
13459,18,3.1589,158.7302,2.3881,306,19.0476,,19.8379,13.2266,14.7852,5,-2.4405,156.7383,1.1941,26.4805,20.8417,53.9369,3.1589,756,756,68,93.3438,3.3984,72,1.2199,,4.0601
14215,19,2.8599,158.9404,2.1592,325,13.7931,,16.0827,12.7031,9.8633,5,-2.4948,161.0107,1.0796,25.0816,22.3035,60.4261,2.8599,755,755,75.5814,88.4609,3.2852,52,0.7038,,3.6435
14970,20,3.1046,160.8579,2.3161,320,14.2091,,10.5413,5.3711,9.0703,4,-1.8566,125.3052,1.158,25.515,23.4416,65.4396,3.1046,746,746,75.1174,90.9609,2.8125,53,0.6817,,3.3191
15716,21,3.1351,159.787,2.3544,306,18.4,,14.0751,12.9609,5.4883,4,-2.1152,143.4937,1.1772,27.3819,23.013,55.1398,3.1351,751,751,68.764,90.6406,2.2617,69,1.1364,,3.4413
16467,22,3.2136,158.9404,2.4263,300,20.4244,,12.5523,7.1563,10.3125,5,-3.1766,220.0317,1.2131,26.9909,22.6518,51.2734,3.2136,755,755,65.9341,93.5156,4.0391,77,1.3732,,3.5442
17222,23,3.2586,160.8579,2.4309,320,14.2091,,16.8656,8.043,14.8242,5,-1.7832,158.9966,1.2154,24.6915,21.4314,67.3704,3.2586,746,746,75.1174,94.4102,2.5,53,0.6495,,3.8921
17968,24,3.1953,159.787,2.3997,311,17.0667,,16.5544,14.4102,8.1484,5,-0.9681,138.7939,1.1998,27.3745,21.9174,60.8638,3.1953,751,751,70.6818,89.918,1.4141,64,0.9593,,3.7535
18719,25,3.1092,162.1622,2.3008,300,18.9189,,16.0956,14.8359,6.2422,4,-2.9283,175.9033,1.1504,26.1191,23.2814,56.0635,3.1092,740,740,68.1818,88.3203,3.5742,70,1.1968,,3.3648
19459,26,3.1424,160.8579,2.3442,330,11.5282,,19.1036,15.9102,10.5742,5,-0.8437,137.5122,1.1721,25.2606,22.8256,72.3133,3.1424,746,746,79.3269,89.6523,1.3008,43,0.4433,,3.4947
20205,27,3.1741,160.8579,2.3679,300,19.571,,15.8546,5.0195,15.0391,5,-1.6972,156.6162,1.184,24.8698,22.2273,56.3317,3.1741,746,746,67.2646,90.168,2.1289,73,1.2647,,3.6652
20951,28,3.1682,158.7302,2.3952,315,16.6667,,13.5996,6.5078,11.9414,6,-0.4947,171.6919,1.1976,25.3358,18.6513,66.8889,3.1682,756,756,71.4286,92.0117,1.1641,63,0.9313,,4.6844
21707,29,3.2212,161.0738,2.3998,321,13.7097,,15.3526,10.7578,10.9531,5,-1.5854,135.1318,1.1999,24.0746,21.5133,67.2236,3.2212,745,745,75.7075,93.1914,1.9961,51,0.6092,,3.8687
22452,30,3.1921,161.9433,2.3654,300,18.9189,,17.0241,14.8633,8.3008,5,-1.1994,207.1533,1.1827,24.5596,21.5829,55.3924,3.1921,741,741,68.0272,90.5898,1.8438,70,1.1642,,3.8489
23193,31,2.9662,157.6873,2.2573,311,18.1579,,18.6171,12.2852,13.9883,5,-4.1139,243.8354,1.1286,26.6594,22.2524,57.4679,2.9662,761,761,69.1111,88.0156,4.6016,69,1.1853,,3.6581
23954,32,3.234,161.0738,2.4093,296,20.4301,,19.7,13.8359,14.0234,6,-1.5468,222.229,1.2047,25.3898,19.6626,56.9364,3.234,745,745,65.9243,93.7813,2.168,76,1.3472,,4.3962
